job_id,company_name,model_response
238,"MCM Company, Inc."," {
  ""Core Responsibilities"": ""Oversee preconstruction, construction and postconstruction processes for real estate development projects; conduct site walkthroughs; review drawings, bids, work scopes; create and manage project schedules; coordinate owner selections within budget; manage change orders; conduct QA/QC observation; participate in value engineering"",
  ""Required Skills"": ""Project management, estimating, and site supervision experience for historic, institutional, and healthcare projects; real estate development experience; construction field supervision experience; excellence in project communication and stakeholder collaboration; excellence in budget/schedule management; ability to provide design and layout input for efficient historic property renovation; proficiency in reading drawings; proficiency in MS Office, Bluebeam, AutoCAD or similar"",  
  ""Educational Requirements"": ""Bachelor's or Master's degree in construction management, engineering or related field"",
  ""Experience Level"": ""5+ years"",
  ""Preferred Qualifications"": ""Mechanical, electrical, plumbing, and technology systems knowledge; ability to translate drawings into field implementation; proficiency in value engineering"",
  ""Compensation and Benefits"": ""Salary range $XX,XXX; health insurance; dental insurance; PTO; site amenities""
}"
239,"C&K Industrial Services, Inc."," {
  ""Core Responsibilities"": ""Provide direction and supervision to staff in the field. Confer regularly with current customers in person and by telephone to provide information about products or services or obtain details of concerns. Confer with operations manager on policy interpretation and implementation. Participate in routine meetings, conference calls, seminars and conferences. Ensure all work is performed in accordance with safety policies and regulations to promote a safe working environment. Account for hours and materials expended by crew members to minimize labor cost through daily/weekly/monthly tracking reports. Read and interpret utility maps & prints to identify the type and size of underground utilities. Develop a work breakdown schedule with milestones for project completion that effectively allocates the resources to the activities and review with senior management as well as updating schedules as a result of delays due to weather, supply issues, etc."",
  ""Required Skills"": ""Valid license, good driving record and ability to obtain and maintain a valid DOT medical card. CDL license a plus. Current NASSCO certifications (PACP, MACP, LACP) a plus. Ability to work in varying conditions (heat & cold). Physically able to wear personal protective equipment (PPE) when necessary and lift 50+ lbs routinely. Accountability and punctuality. Proficient in reading and understanding blueprints and construction drawings. Proficient in the use of computers including word processing, data base management, spreadsheets, email and internet."",
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"", 
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Competitive pay. Paid time off (PTO). 401k plan with employer match. Life, ADD, Short term and Long term disability & Employee Assistance Program paid by CK. Excellent health care coverage-medical, dental and vision. Uniforms. Prescription safety glass program. Safety boot reimbursement program. Year round work.""
}"
240,Iontra LLC," {
  ""Core Responsibilities"": ""Managing projects that support organizational goals, coordinating ongoing operations activities driving timely completion of tasks, driving assigned projects and tasks to closure by bringing together stakeholders for decision-making, reporting progress and status of projects to leadership, aligning and tracking projects and tasks, utilizing standard project management processes to deliver innovation quickly with excellent quality"",
  ""Required Skills"": ""Minimum 5 years of demonstrated success in a project manager role leading complex technical development projects, excellent project management skills, ability to organize and prioritize multiple tasks and meet deadlines, excellent negotiating and persuasive skills, ability to identify engineering problems and drive resolution"",  
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""Minimum 5 years in a project manager role leading complex technical development projects"",
  ""Preferred Qualifications"": ""Experience working as an agile product owner or product manager, ability to elicit high-level requirements from business and technical stakeholders and translate into detailed prioritized backlog"",
  ""Compensation and Benefits"": ""N/A""
}"
241,Atlas," {
  ""Core Responsibilities"": ""Manage current environmental projects from proposal through the final invoice stages. Provide work assignments to support staff in execution of fieldwork and project deliverables. Efficient completion of BUSTR tiered reporting such as Tier 1, Tier 2, and Tier 3 evaluations. Contact/meet with existing clients. Assist clients with complying with local, regional, state and federal regulations for the BUSTR program."",
  ""Required Skills"": ""BS in any science or engineering fields. Minimum 5 years of experience to include work related to environmental site investigation & remediation. Minimum of 1 year of supervisory experience. Experience with implementation and supervision of health and safety requirements. Efficient in Excel, Word, PDF, PowerPoint, Outlook, etc. Must possess outstanding problem solving and report writing/editing skills. Ability to manage multiple tasks and work independently. Must be able to pass intimal drug screen and five year motor vehicle background check."",  
  ""Educational Requirements"": ""BS in any science or engineering fields"",
  ""Experience Level"": ""Minimum 5 years of experience"",
  ""Preferred Qualifications"": ""PE or PG certification consider a plus. Experience with fate & transport modeling is considered a plus."",
  ""Compensation and Benefits"": ""N/A""
}"
242,Professional Placement Services," {
  ""Core Responsibilities"": ""Project management and execution of large-scale commercial construction projects. Meeting the needs of the business including operations, accounting, design review, management, etc."",
  ""Required Skills"": ""Bachelor's degree in engineering, construction management, or related field. At least 5 years of project management experience in construction."",
  ""Educational Requirements"": ""Bachelor's degree in engineering, construction management, or related field."",
  ""Experience Level"": ""At least 5 years of project management experience in construction."",
  ""Preferred Qualifications"": ""Construction management training, development and documentation. Flexibility to work various schedules and focus on project completion."",
  ""Compensation and Benefits"": ""N/A""
}"
243,The Adcom Group," {
  ""Core Responsibilities"": ""Manage digital projects end-to-end, including requirements gathering, resource allocation, delivery planning, stakeholder management, and team leadership. Optimize workflows and drive practice area growth."",
  ""Required Skills"": ""Project management, agile methodologies, digital marketing knowledge, marketing technology expertise, problem solving, communication and team leadership skills."",
  ""Educational Requirements"": ""Undergraduate degree required."",
  ""Experience Level"": ""Minimum of 5 years of experience in project management role."",
  ""Preferred Qualifications"": ""Experience in digital or marketing agency, certification in project management."",
  ""Compensation and Benefits"": ""Medical, dental, vision, life insurance, retirement benefits, PTO, parking subsidy.""
}"
244,THP Limited," {
  ""Core Responsibilities"": ""Coordinate and manage projects of various sizes and complexity. Act as primary contact and lead structural engineer. Perform analysis and design of structural systems. Oversee and direct staff. Conduct assessments of existing structures."",
  ""Required Skills"": ""Licensed professional engineer or structural engineer. 5+ years experience designing buildings and structural systems. Experience with analytical modeling and Revit. Excellent communication skills."", 
  ""Educational Requirements"": ""Master's degree preferred in structural or civil engineering."",
  ""Experience Level"": ""5+ years experience in structural engineering and building design."",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
245,APEX Race Parts," {
  ""Core Responsibilities"": ""Take ownership of the company's ecommerce website and drive feature enhancements, optimizations, funnels, and more. Lead the marketing department's efforts to build high-converting sales funnels. Manage the execution of A/B testing. Collaborate with IT and vendors on analytics and data collection. Manage site content including promotions and SEO."",
  ""Required Skills"": ""Bachelor's degree in a relevant field. At least 5 years of managerial experience in ecommerce, digital marketing, and project management. Proficiency in Google Analytics, PPC, CMS platforms, HTML, email marketing, heatmapping, and user testing. Track record of using data to devise sales-enhancing online strategies. Highly analytical with data analysis skills. Passion for motorsports preferred."",
  ""Educational Requirements"": ""Bachelor's degree in marketing, management, business, information systems, or a relevant field."", 
  ""Experience Level"": ""Minimum 5 years of managerial experience"",
  ""Preferred Qualifications"": ""Experience with headless ecommerce. Extensive experience with project management software. Experience with Shopify, Mandrill, Mailchimp. Coding/development skills."",
  ""Compensation and Benefits"": ""Full-time position with competitive salary. Medical, dental, and vision benefits. Company matching 401k. Stock options. Paid vacation and holidays. Reimbursements for motorsports event registration fees. Access to company shop, lift, and tools. Discounts on company products. Casual dress code.""
}"
246,Sherwin-Williams," {
  ""Core Responsibilities"": ""Participate in creating quarterly work plan of activities in support of customer/vendor goals and/or strategies. Provide input to creation of rolling maintenance plan of activities 6 months in advance. Contribute to capacity and scalability planning efforts. Develops and implements standards and guidelines to guide infrastructure strategy. Plans and migrates legacy software and systems to leverage current web technologies."",
  ""Required Skills"": ""2+ years IT experience. 2+ years experience working with HCL Commerce and/or Sterling Order Management. 2+ years experience with WebSphere Application Server or similar installation and performance tuning. Excellent understanding of WebLogic or WebSphere admin server/node manager/managed server components and architecture and concepts including PKI/TLS, LDAP/OUD, multiple domains. 2+ years experience with automation and deployment tools e.g. Ruby, Puppet, Chef, Jenkins. Strong knowledge of container deployment and analysis of log files. Understanding of the key underlying enterprise Java technologies e.g. JMS, JDBC, JNDI including how they are configured and administered. Working knowledge of Nginx or Apache-based webserver. Understanding of DNS, TCP/IP, load balancing and network concepts. Very good working knowledge of Linux. Good understanding of J2EE technologies e.g. servlets, JSPs, EJBs, Web Services etc."",
  ""Educational Requirements"": ""Bachelor's degree or foreign equivalent in related field or equivalent experience"", 
  ""Experience Level"": ""5 years IT experience"",
  ""Preferred Qualifications"": ""Automation and deployment tools (Jenkins, Git). Container management and deployment (Docker). Configuration management tools (Puppet, Chef). Cloud hosting experience. Infrastructure as Code (CloudFormation). Application performance monitoring (Dynatrace or similar). IBM Websphere Commerce. Good knowledge of LDAP concepts and experience working with a LDAP directory. Adobe Experience Manager CMS or similar. IBM MQ experience. Search platforms like Solr. IBM Sterling Order Management experience."",
  ""Compensation and Benefits"": ""The annual salary for this position is between $80,000-$100,000 depending on the experience and other qualifications of the successful candidate. A general description of the benefits can be found here. This position is also eligible for long-term incentive compensation awards based on performance and subject to the terms of the company's applicable plans.""
}"
247,Emerald Resource Group," {
  ""Core Responsibilities"": ""planning, developing and supporting IT strategy resulting in industry-leading mobile applications"",
  ""Required Skills"": ""Bachelor's degree, 5+ years IT experience, 5+ years management and/or supervisory experience, 5+ years managing software engineers, 5+ years managing applications and/or systems management, experience with current mobile technologies and trends, experience with software quality practices, experience with architectural patterns and paradigms, good project management skills"",
  ""Educational Requirements"": ""Bachelor's degree"",
  ""Experience Level"": ""5+ years"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Work remotely, casual dress, medical, dental, free lunch on Friday, flexible start times, performance bonus opportunities, generous time off for holidays, personal MSDN subscription, private indoor swimming pool, private indoor basketball court""
}"
248,Graybar," {
  ""Core Responsibilities"": ""Work with ebusiness analysts and customers to identify technical solutions needed for customers. Propose, design and deliver technical solutions according to required timelines. Review all customer technical specifications ensuring information is accurate prior to submitting to application messaging team. Work directly with technical teams to test requested changes and verify that customer technical solutions are met. Act as subject matter expert during customer meetings to discuss any technical concerns or connection issues. Perform configuration and periodic code changes to meet customer requirements. Oversee and review configuration changes before they are moved into production systems. Assist eBDMs and other integration team members with technical questions and concerns. Manage the prioritization of complex code requests for new or existing ebusiness solutions submitted to the Application Messaging team. Verify the Integration Support Analyst has documented the customer deployment accurately from a technical standpoint."",
  ""Required Skills"": ""2+ years experience required, 5+ years strongly preferred. 2 year degree or equivalent work experience required. Experience in Microsoft Office, PowerPoint, Excel, SAP and EDI and HTML strongly preferred. Knowledge of large enterprise project management software (JIRA) preferred. Knowledge of complex technical concepts and how to express them in business terms. Strong technical skills and general technical background to support recommendations and solutions as needed. Strong analytical, problem solving and conceptual skills. Strong verbal and written communication skills. Strong organizational and multitasking skills to handle multiple deployments simultaneously. Ability to work independently and make sound decisions based on a mix of analysis, experience and judgment. Ability to work effectively with people across all levels of the organization."",
  ""Educational Requirements"": ""2 year degree or equivalent work experience required"",
  ""Experience Level"": ""Minimum of 2 years experience required, 5 years strongly preferred"",
  ""Preferred Qualifications"": ""Experience in Microsoft Office, PowerPoint, Excel, SAP and EDI and HTML strongly preferred. Knowledge of large enterprise project management software (JIRA) preferred."",
  ""Compensation and Benefits"": ""The expected rate of pay for this position is $60,000 annually. Comprehensive benefits and employee stock ownership plan. 3 weeks vacation accrued in first 6 months. Medical, dental, vision, life insurance, disability, profit sharing, 401k with match, paid vacation/sick days/holidays, employee recognition program.""
}"
249,Apolis," {
  ""Core Responsibilities"": ""Managing IT projects throughout their full lifecycle, including initiation, planning, execution, and reporting. Coordinating work requests and communicating status with stakeholders."",
  ""Required Skills"": ""3-5 years IT and/or business experience. 2+ years managing IT projects. Experience with infrastructure, software development, and/or retail technology projects. Proficiency in Microsoft Office and project management tools."",  
  ""Educational Requirements"": ""Bachelor's degree in IT, business, or related field."",
  ""Experience Level"": ""3-5 years IT and/or business experience. Minimum 2 years managing IT projects."",
  ""Preferred Qualifications"": ""Experience with Oracle Xstore, Sterling OMS, or other large enterprise ecommerce systems. Understanding of various essential business functions."", 
  ""Compensation and Benefits"": ""N/A""
}"
250,Kantar," {
  ""Core Responsibilities"": ""Manage and deliver ecommerce projects. Develop project leads, contribute to proposals, and support overall project management. Support client relationships and become a trusted advisor. Identify opportunities for new projects, qualify leads, and guide clients through sales. Lead projects utilizing resources within Kantar to deliver solutions for clients."",
  ""Required Skills"": ""2-3 years experience in retail, ecommerce, sales, marketing, consulting, or related fields. Knowledge of sales, marketing, category management, ecommerce, and insights."",
  ""Educational Requirements"": ""Bachelor's degree required."",
  ""Experience Level"": ""2-3 years experience in retail, ecommerce, sales, marketing, consulting, or related fields."",
  ""Preferred Qualifications"": ""Experience across retail, CPG, consulting, traditional retail, service agencies, media, financial services, etc. Consultative operating style with strong communication, presentation, listening, and influencing skills."",
  ""Compensation and Benefits"": ""N/A""
}"
251,Fortune Brands," {
  ""Core Responsibilities"": ""Lead cross-functional ecommerce team through assigned projects from inception to completion; utilize agile/scrum methodologies; act as scrum master during daily standups; provide management visibility into project status; hold team members accountable."",
  ""Required Skills"": ""Proficient in Jira, Microsoft Project, Word, Excel and PowerPoint; experienced with agile/scrum methodologies; ability to lead cross-functional teams; problems solving skills; project management skills."",
  ""Educational Requirements"": ""Bachelor's degree in business, engineering or equivalent experience."",
  ""Experience Level"": ""Minimum of 5 years of program and project management experience delivering ecommerce solutions."", 
  ""Preferred Qualifications"": ""Scrum Master certified (CSM)."",
  ""Compensation and Benefits"": ""N/A""
}"
252,Smuckers," {
  ""Core Responsibilities"": ""Develops customer-based shopper marketing strategies and activation across omnichannel retailer platforms. Represents commerce marketing discipline with customers as needed inclusive of connectivity with retailer marketing teams, regular business reviews, joint business planning, and top-to-top meetings. Works within other customer-focused support teams to ensure program objectives are aligned with key internal and customer stakeholders."",
  ""Required Skills"": ""Kroger retailer expertise, competitive understanding, and industry trends. Ability to translate brand vision and sales objectives into a tactical support plan. Excellent communicator with the ability to partner with cross-functional partners. Flawless project management and ability to prioritize multiple demands. Relationship builder with internal and external stakeholders."",
  ""Educational Requirements"": ""Bachelor's degree required. MBA preferred."", 
  ""Experience Level"": ""Minimum of 5 years of experience in consumer packaged goods industry or a related industry."",
  ""Preferred Qualifications"": ""Shopper marketing, retailer marketing, omnichannel customer marketing, ecommerce marketing, consumer promotions, brand marketing or digital marketing experience."",
  ""Compensation and Benefits"": ""N/A""
}"
253,TEKsystems," {
  ""Core Responsibilities"": ""Manage an omni fulfillment center ecommerce implementation project. Take direction from an internal IT program manager and work with another PM on related workstreams."",
  ""Required Skills"": ""Project management, Agile SDLC, stakeholder management, resource planning, project plan, program management, budgeting, vendor management, retail, supply chain, warehouse, MS Project"",
  ""Educational Requirements"": ""N/A"", 
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Managing application implementations, distribution centers, SAP and/or supply chain initiatives"",
  ""Compensation and Benefits"": ""N/A""
}"
254,Code3," {
  ""Core Responsibilities"": ""Direct account ownership, own client relationship and all communication between client and internal team, set and manage client expectations, develop client strategy based on client goals, coordinate tasks and at time manage internal teams to meet deadlines and provide deliverables, focus on client retention and client profitability, grow relationship w client and grow mrr, ability to provide support other team members on other accounts"",
  ""Required Skills"": ""Bachelors degree, 2-5 years of account/project management experience in a digital marketing agency setting"",
  ""Educational Requirements"": ""Bachelors degree"",  
  ""Experience Level"": ""2-5 years"",
  ""Preferred Qualifications"": ""Ability to lead discussions w internal and external teams, ability to shift priorities to meet client needs, project management experience through digital platforms, ability to help clients hit goals and pivot as needed, deep understanding of digital marketing and online marketplaces, search and ecommerce experience is a plus, ability to learn on-the-go and quickly become able to add strategic value to client work, a positive attitude good sense of humor and willingness to learn new ideas"",
  ""Compensation and Benefits"": ""Full benefits - 401k with match, generous pension program, thoughtful parental leave and return program, ample pto holidays and holiday closure in december, ongoing learning and development opportunities, commitment to transparent dei practices, convenient snack stocked office spaces in awesome cities""
}"
255,Experian," {
  ""Core Responsibilities"": ""Develop and execute ecommerce merchandising programs that drive new customer acquisition, membership upsells/cross-sells, lead generation, revenue growth, and optimize customer lifetime value. Manage ecommerce projects and optimization test queues. Facilitate planning, status, and postmortem sessions. Understand customer behavior patterns to develop strategies that optimize the ecommerce customer experience."",
  ""Required Skills"": ""2-5 years of experience in ecommerce, personal finance, fintech or related direct-to-consumer industry. Bachelor's degree in marketing, business, technology major or equivalent experience. Experience managing cross-functional projects end-to-end across multiple teams. Strong business acumen and ability to translate data analysis into actionable business strategies. Experience translating business objectives into project requirements for technical stakeholders. Strong attention to detail and written and verbal communication skills."", 
  ""Educational Requirements"": ""Bachelor's degree in marketing, business, technology major or equivalent experience"",
  ""Experience Level"": ""2-5 years"",
  ""Preferred Qualifications"": ""Experience with Jira or similar project management tools, Tableau, Adobe Analytics, and Confluence"",
  ""Compensation and Benefits"": ""N/A""
}"
256,Quadient," {
  ""Core Responsibilities"": ""Handling inbound inquiries from internal/external customers, dealers and field service offices. Troubleshooting equipment issues. Responding to emails, voicemails, faxes. Meeting call metrics and schedules."",
  ""Required Skills"": ""2+ years of customer service experience. Ability to work in a fast-paced call center environment. Intermediate computer skills including typing 45+ WPM. Proficiency in Windows applications and MS Office. Knowledge of order care processes preferred."",  
  ""Educational Requirements"": ""High school diploma or GED required."",
  ""Experience Level"": ""2+ years of customer service experience."",
  ""Preferred Qualifications"": ""Hands on experience troubleshooting depot repair equipment. Knowledge of Salesforce, Atlas ERP, SFDC ServiceMax, OLS, Talkdesk. Leasing/billing experience using multiple software systems."",
  ""Compensation and Benefits"": ""Competitive hourly compensation. Comprehensive benefits package.""
}"
257,Regular," {
  ""Core Responsibilities"": ""Answer customer questions and address customer concerns through case resolution on products and services. Provide customer support as assigned, including selling products, collecting payments, processing applications, and activating services."",
  ""Required Skills"": ""Ability to navigate multiple systems to resolve complex customer issues. Effective communication skills. Self-sufficiency in researching and resolving issues. Basic troubleshooting skills. Adherence to schedules and availability. Fluency in English and Spanish."",
  ""Educational Requirements"": ""N/A"",  
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Starts at $15/hr up to $19.25/hr, eligible for ATT wireless plans, internet, TV services, phone services, and accessories.""
}"
258,SupportNinja," {
  ""Core Responsibilities"": ""Provide top-notch customer service via phone, process customer orders, furnish order information, provide order status updates, ensure order accuracy, respond to customer inquiries, arrange returns, diagnose and resolve customer issues, provide feedback on new features, perform upselling and retention inbound calls"",
  ""Required Skills"": ""Associate or bachelor's degree, 1+ years customer service experience in retail/apparel/fashion, ability to achieve sales quotas, excellent phone communication, problem solving skills, organizational skills, verbal/written communication skills, teamwork, multitasking, empathy, customer focus"",
  ""Educational Requirements"": ""Associate or bachelor's degree"", 
  ""Experience Level"": ""1+ years customer service experience in retail/apparel/fashion"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
259,Upwork," {
  ""Core Responsibilities"": ""Answering inbound calls, making outbound calls/emails/texts to customers, closing deals"",
  ""Required Skills"": ""Excellent English communication skills (verbal and written), sales experience, team player"", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Prior experience in sales, vacancy/real estate knowledge "",
  ""Compensation and Benefits"": ""$12-15 per hour base, with commissions bringing total comp to $20-30 per hour. Hourly wage based on experience.""
}"
260,DFIN," {
  ""Core Responsibilities"": ""Assist clients with online filings, maintain positive customer relations, coordinate work between clients and operations teams, monitor project status"",
  ""Required Skills"": ""Bachelor's degree, 1 year of experience in a service role"", 
  ""Educational Requirements"": ""Bachelor's degree"",
  ""Experience Level"": ""1 year of experience in a service role"",
  ""Preferred Qualifications"": ""Ability to learn and adapt to changing technology, good communication and organizational skills"",
  ""Compensation and Benefits"": ""N/A""
}"
261,American Income Life Insurance Company," {
  ""Core Responsibilities"": ""Answer customer questions regarding their coverage, develop and maintain knowledge base of products and services, regularly review agreements to develop more cost-effective plans"",
  ""Required Skills"": ""Previous experience in customer service, sales, or related fields, ability to build rapport with clients, prioritize and multitask, professional and positive demeanor, excellent communication skills"",
  ""Educational Requirements"": ""N/A"", 
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Entrepreneurial mindset, team player, works well under pressure"",
  ""Compensation and Benefits"": ""Weekly pay, bonuses, residual income, company-paid trips, remote work""
}"
262,Moen," {
  ""Core Responsibilities"": ""Handles and resolves general product or service calls from consumers by identifying the issue, determining the cause of the problem and selecting and explaining the best resolution. Escalates complex issues to the lead product consultants."",
  ""Required Skills"": ""High school diploma or equivalent. Business/professional communication skills. Customer service experience. Working knowledge of Microsoft Office systems. Ability to thrive in a fast-paced work environment with low mobility and high observation. Ability to maintain a positive approach and demonstrate flexibility and teamwork."",
  ""Educational Requirements"": ""High school diploma or equivalent."",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Bilingual capabilities."",
  ""Compensation and Benefits"": ""N/A""
}"
263,Conduent," {
  ""Core Responsibilities"": ""Answering customer questions, resolving account issues, providing exceptional customer service, gathering information to update accounts, performing routine call center tasks related to products/services"",
  ""Required Skills"": ""High school diploma or equivalent, able to pass background check, reliable internet not on WiFi, availability between 5am-10pm EST, located in specific states"",
  ""Educational Requirements"": ""High school diploma or equivalent"",
  ""Experience Level"": ""N/A"", 
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""$15/hour, paid training, full-time schedule, full benefits, career growth opportunities""
}"
264,Randstad USA," {
  ""Core Responsibilities"": ""Handling a high volume of inbound calls to answer questions, provide education and solve issues related to benefits, payroll, etc. Processing transactions like enrollments, withdrawals, leaves of absence. Communicating with third parties to assist customers."",
  ""Required Skills"": ""Excellent verbal and written communication skills. Ability to multitask and adapt in a fast-paced environment. Computer navigation skills to toggle between systems."",  
  ""Educational Requirements"": ""High school"",
  ""Experience Level"": ""2 years"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""$12 per hour, shift work required including weekends.""
}"
265,Volt," {
  ""Core Responsibilities"": ""primary recruiting contact for hiring manager continually engages with hiring managers and leaders to understand the recruiting business\nneeds and required skills; manage the candidate pipeline by implementing effective sourcing strategies effectively program manages recruitment campaigns as\nrequired; manage full cycle recruiting for client groups submit background checks drug screens etc;\nresponsible for quality of the prospective candidates that are presented to the hiring managers for open requisitions;\npartnering with business leaders and hr team members to develop and maintain effective relationships;\nmaintain and ensure compliance with local recruitment policies, processes;\ntrack candidate process and minimize time to hire resume cv to offer through driving the candidate pipeline;"",
  ""Required Skills"": ""bachelors level degree or a minimum of 3 years of related hr experience;\n2 years of recruitment/talent acquisition jobrelated experience;\n2 years of experience in passive sourcing and utilizing sourcing tools ie indeed linkedin etc;\nprevious experience with an applicant tracking system preferably workday and managing candidates through the recruiting review and\nselection process;"",
  ""Educational Requirements"": ""bachelors level degree"",
  ""Experience Level"": ""2 years of recruitment/talent acquisition jobrelated experience"",
  ""Preferred Qualifications"": ""extensive experience using linkedin indeed etc with experience and/or knowledge of tools such as beamery;\ndisplays strong interpersonal skills with the ability to engage with various levels of the organization including strong written and verbal\ncommunication skills;\nrecruiting experience in manufacturing and/or engineering industries;"",
  ""Compensation and Benefits"": ""N/A""
}"
266,"Cprime, Inc"," {
  ""Core Responsibilities"": ""Source, screen and interview candidates, own full life cycle recruiting, build and nurture candidate pipeline, attend industry events, assist with recruitment marketing, recommend recruiting strategies."",
  ""Required Skills"": ""2+ years recruiting experience, experience sourcing and communicating with consulting/tech professionals, interviewing skills, negotiation skills, adaptability, collaboration, self-motivation, networking/interpersonal skills."",  
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""2+ years recruiting experience"",
  ""Preferred Qualifications"": ""Consulting/professional services recruiting experience, technical recruiting experience especially Atlassian tools, agile methodology familiarity."",
  ""Compensation and Benefits"": ""N/A""
}"
267,Conexess Group," {
  ""Core Responsibilities"": ""Work with recruiters on large interview days, one off interviews and events as needed; Utilize web-based applicant tracking system to maintain candidate data and reporting; Assist with candidate expense reimbursement process; Perform other various administrative responsibilities related to recruiting"",
  ""Required Skills"": ""Minimum of two years recruiting experience preferred, preferably in a technical recruiting capacity (cyber, engineering, data science); Full lifecycle recruiting experience; Prior experience in a professional services firm/big 4 or large corporate recruiting environment preferred; Outstanding client service focus; Strong written and verbal communication skills; Exceptional interpersonal and organizational skills"",
  ""Educational Requirements"": ""Bachelor's degree preferred"", 
  ""Experience Level"": ""Minimum of two years recruiting experience"",
  ""Preferred Qualifications"": ""Prior experience in a professional services firm/big 4 or large corporate recruiting environment preferred; Technical proficiency in MS Office including Word, Excel and Power Point; Experience with Outlook a plus; Experience with applicant tracking systems preferred"",
  ""Compensation and Benefits"": ""N/A""
}"
268,Southcoast Health," {
  ""Core Responsibilities"": ""Carry out recruiting and hiring for various clinical and non-clinical positions across the health system. Source candidates through job boards, networking, referrals. Conduct phone screens, interviews, make hiring recommendations, extend offers, onboard new hires."",
  ""Required Skills"": ""3+ years recruiting experience in healthcare. Proficient with ATS and HR systems. Excellent communication and networking skills."", 
  ""Educational Requirements"": ""Bachelor's degree required."",
  ""Experience Level"": ""3+ years professional recruiting experience required, including 1+ year recruiting clinical roles."",
  ""Preferred Qualifications"": ""Healthcare industry experience. Experience sourcing passive candidates."",
  ""Compensation and Benefits"": ""N/A""
}"
269,ACL Digital," {
  ""Core Responsibilities"": ""Responsible for full life cycle recruiting with a focus on technical roles such as software engineering and hardware engineering. Will source, interview, and hire talent."",
  ""Required Skills"": ""2+ years experience in fast-paced recruiting/sourcing environment. Able to navigate complex recruiting scenarios. Proficiency in technical recruiting and sourcing."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""2+ years"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
270,ASML," {
  ""Core Responsibilities"": ""Lead and manage a team of recruiters. Provide recruitment counsel and guidance to hiring managers. Create and monitor recruitment plans for business groups. Contribute to overall US recruiting strategy."",
  ""Required Skills"": ""Bachelor's degree. Minimum 5 years of HR/recruitment experience, including people management. Demonstrated leadership, motivation, accountability and results-driven skills. Business acumen. High-tech industry experience. Global perspective, matrix environment experience."", 
  ""Educational Requirements"": ""Bachelor's degree or equivalent experience"",
  ""Experience Level"": ""Minimum 5 years of HR/recruitment experience"",
  ""Preferred Qualifications"": ""Experience in high-tech industry. Global perspective and ability to operate in a matrix environment."",
  ""Compensation and Benefits"": ""N/A""
}"
271,ALTEN," {
  ""Core Responsibilities"": ""Collaborates on talent acquisition initiatives, researches TA tools/systems/principles, identifies and hires qualified diverse candidates, provides best practices in recruiting that align with corporate objectives/workflows/processes."",
  ""Required Skills"": ""Good understanding of TA tools (LinkedIn, ATS) and strategies, deep knowledge of TA programs/policies/processes/labor law, interviewing, compensation negotiation, business/industry factors."",  
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
272,American Express," {
  ""Core Responsibilities"": ""Lead, motivate and develop a team of sales professionals. Meet and exceed revenue targets through prospecting, networking, account management and closing sales."",
  ""Required Skills"": ""Proven track record of meeting sales quotas. Excellent communication and presentation abilities. Proficiency in CRM software. Strong negotiation and time management skills."",
  ""Educational Requirements"": ""Bachelor's degree in business, marketing or related field."", 
  ""Experience Level"": ""5+ years of experience in sales or account management."",
  ""Preferred Qualifications"": ""Experience in the financial services industry. Existing network of prospects and clients in target market."",
  ""Compensation and Benefits"": ""N/A""
}"
